Income_Category,Card_Category,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Churn,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,1.0,1.0,46.0,4.0,0.921,1.3,0.093,3.8333333333333335,52.04347826086956,0.9070616883116884,0.0929383116883117,0.1666666666666666,0.0833333333333333
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,63.0,1.0,1.0,56.0,3.0,0.843,1.0,0.099,4.666666666666667,47.6,0.9011257953989232,0.0988742046010768,0.1666666666666666,0.25
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,3.0,34.0,5.0,0.525,1.571,0.0,2.833333333333333,58.44444444444444,1.0,0.0,0.1666666666666666,0.1666666666666666
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,1.0,4.0,42.0,6.0,0.7390000000000001,0.9,0.285,3.5,27.5,0.7153605015673982,0.2846394984326019,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,1.0,3.0,33.0,3.0,0.977,2.571,0.6579999999999999,2.75,41.52,0.3421721758082092,0.6578278241917908,0.25,0.1666666666666666
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,1.0,2.0,48.0,2.0,1.3230000000000002,1.6,0.69,4.0,61.38461538461539,0.310485516115871,0.689514483884129,0.0833333333333333,0.4166666666666667
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,1.0,4.0,36.0,4.0,1.726,1.6669999999999998,0.282,3.0,66.20833333333333,0.7179199820688109,0.2820800179311891,0.1666666666666666,0.0833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,0.0,2.0,38.0,5.0,1.75,1.0,0.562,3.1666666666666665,50.392857142857146,0.4377358490566038,0.5622641509433962,0.25,0.1666666666666666
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,1.0,0.0,49.0,6.0,0.519,0.7140000000000001,0.135,4.083333333333333,53.79166666666666,0.8649143767423337,0.1350856232576662,0.1666666666666666,0.1666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,1.0,36.0,4.0,0.51,0.483,0.544,3.0,32.72093023255814,0.45625,0.54375,0.0833333333333333,0.1666666666666666
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,3.0,36.0,6.0,1.724,1.176,0.757,3.0,50.729729729729726,0.242833607907743,0.757166392092257,0.25,0.1666666666666666
0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,4.0,36.0,2.0,0.865,1.2,0.0,3.0,43.90909090909091,1.0,0.0,0.25,0.25
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,1.0,49.0,3.0,1.32,0.556,0.241,4.083333333333333,52.285714285714285,0.7587145969498911,0.2412854030501089,0.1666666666666666,0.25
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,0.0,0.0,56.0,5.0,1.052,0.143,0.077,4.666666666666667,44.0,0.9232428317685868,0.0767571682314133,0.25,0.3333333333333333
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,1.0,3.0,41.0,2.0,1.042,0.474,0.018,3.4166666666666665,39.60714285714285,0.9821747980016036,0.0178252019983963,0.1666666666666666,0.1666666666666666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,51.0,1.0,2.0,44.0,4.0,0.8029999999999999,0.556,0.355,3.6666666666666665,48.10714285714285,0.6448025785656728,0.3551974214343271,0.0,0.0833333333333333
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,43.0,3.0,1.449,1.2,0.145,3.583333333333333,53.21212121212121,0.8545423023578363,0.1454576976421636,0.25,0.1666666666666666
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,3.0,37.0,5.0,1.214,1.0,0.0,3.083333333333333,54.875,1.0,0.0,0.0833333333333333,0.1666666666666666
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,4.0,28.0,2.0,0.977,0.917,0.209,2.333333333333333,45.30434782608695,0.7909460834181078,0.2090539165818921,0.25,0.25
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,49.0,1.0,4.0,30.0,3.0,1.621,1.3330000000000002,0.0,2.5,51.57142857142857,1.0,0.0,0.25,0.1666666666666666
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,1.0,2.0,45.0,6.0,2.316,0.588,0.626,3.75,64.48148148148148,0.3736311870346036,0.6263688129653964,0.0,0.1666666666666666
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,1.0,1.0,52.0,3.0,2.357,1.7,0.7929999999999999,4.333333333333333,63.66666666666666,0.2072213500784929,0.792778649921507,0.1666666666666666,0.1666666666666666
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,1.0,3.0,40.0,4.0,0.787,0.8,0.074,3.333333333333333,45.07407407407408,0.926251413300442,0.073748586699558,0.25,0.25
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,1.0,1.0,40.0,5.0,0.624,0.6,0.259,3.333333333333333,28.5,0.7414120126448893,0.2585879873551106,0.0833333333333333,0.0833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,52.0,0.0,3.0,41.0,6.0,1.321,1.143,0.591,3.4166666666666665,62.6,0.4092295957284516,0.5907704042715485,0.1666666666666666,0.25
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,0.0,1.0,40.0,2.0,0.997,0.9,0.562,3.333333333333333,37.10526315789474,0.4382256830981019,0.561774316901898,0.0833333333333333,0.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0,54.0,3.0,1.224,1.923,0.687,4.5,51.21052631578947,0.3128350678019552,0.6871649321980448,0.1666666666666666,0.3333333333333333
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,49.0,1.0,2.0,36.0,4.0,0.664,0.25,0.127,3.0,40.4,0.8726407934018114,0.1273592065981885,0.0,0.1666666666666666
4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,1.0,2.0,36.0,1.0,1.041,0.364,0.0,3.0,40.13333333333333,1.0,0.0,0.25,0.25
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,4.0,36.0,6.0,0.6779999999999999,0.6,0.667,3.0,32.875,0.3329290479078229,0.667070952092177,0.1666666666666666,0.3333333333333333
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,3.0,36.0,2.0,0.75,0.6,0.843,3.0,32.375,0.1566738044254104,0.8433261955745895,0.0,0.1666666666666666
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,56.0,1.0,2.0,50.0,4.0,1.107,1.4169999999999998,0.422,4.166666666666667,49.10344827586207,0.5782862270076268,0.4217137729923733,0.25,0.1666666666666666
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,5.0,35.0,4.0,2.275,1.083,0.156,2.9166666666666665,54.36,0.8440937350549976,0.1559062649450024,0.1666666666666666,0.0833333333333333
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,1.0,2.0,34.0,4.0,0.69,1.25,0.525,2.833333333333333,43.25925925925926,0.4745203836930455,0.5254796163069544,0.25,0.3333333333333333
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.0,1.0,3.0,47.0,4.0,0.901,0.833,0.5870000000000001,3.9166666666666665,33.24242424242424,0.4132712456344586,0.5867287543655413,0.25,0.1666666666666666
2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,1.0,2.0,35.0,2.0,0.763,0.5,0.0,2.9166666666666665,46.06666666666667,1.0,0.0,0.3333333333333333,0.3333333333333333
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1.0,33.0,5.0,0.944,1.154,0.211,2.75,47.0,0.78889638879514,0.2111036112048599,0.25,0.25
4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,1.0,4.0,32.0,2.0,0.997,0.733,0.088,2.6666666666666665,49.07692307692308,0.9122594648745668,0.087740535125433,0.1666666666666666,0.3333333333333333
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,1.0,2.0,44.0,4.0,0.989,0.917,0.111,3.6666666666666665,56.04347826086956,0.8891000407221392,0.1108999592778607,0.1666666666666666,0.1666666666666666
3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,51.0,1.0,4.0,38.0,4.0,0.5920000000000001,0.6,0.044,3.1666666666666665,40.40625,0.9561073125507012,0.0438926874492988,0.3333333333333333,0.0833333333333333
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,1.0,2.0,52.0,5.0,0.62,0.667,0.276,4.333333333333333,38.65714285714286,0.7240279465370595,0.2759720534629404,0.25,0.25
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,2.0,20.0,6.0,1.004,0.556,0.7040000000000001,1.6666666666666667,40.42857142857143,0.2955854126679462,0.7044145873320538,0.25,0.25
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,2.0,32.0,2.0,1.715,2.4,0.6559999999999999,2.6666666666666665,98.23529411764706,0.3438055720213396,0.6561944279786603,0.1666666666666666,0.1666666666666666
3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,1.0,2.0,38.0,6.0,1.072,2.0,0.053,3.1666666666666665,55.8,0.9474308300395256,0.0525691699604743,0.1666666666666666,0.1666666666666666
4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,1.0,4.0,42.0,3.0,1.266,1.05,0.051,3.5,37.80487804878049,0.948922238961641,0.051077761038359,0.25,0.1666666666666666
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,2.0,42.0,5.0,0.758,0.286,0.467,3.5,42.77777777777778,0.5333935018050542,0.4666064981949459,0.25,0.25
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,1.0,43.0,4.0,0.769,0.4,0.698,3.583333333333333,59.80952380952381,0.3024054982817869,0.697594501718213,0.25,0.1666666666666666
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.0,1.0,5.0,37.0,6.0,0.414,0.522,0.067,3.083333333333333,39.82857142857143,0.9333129664382664,0.0666870335617335,0.1666666666666666,0.1666666666666666
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,1.0,1.0,35.0,3.0,1.3119999999999998,1.182,0.079,2.9166666666666665,55.875,0.920533070088845,0.0794669299111549,0.25,0.25
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,1.0,2.0,36.0,5.0,0.857,0.435,0.287,3.0,39.06060606060606,0.7126327769347496,0.2873672230652503,0.1666666666666666,0.25
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,4.0,36.0,6.0,0.475,1.875,0.36,3.0,48.34782608695652,0.6404285714285715,0.3595714285714286,0.1666666666666666,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,3.0,29.0,4.0,0.7509999999999999,0.966,0.256,2.4166666666666665,41.03508771929825,0.74410343847684,0.25589656152316,0.1666666666666666,0.3333333333333333
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,3.0,30.0,6.0,0.703,0.353,0.7190000000000001,2.5,63.82608695652174,0.2811514195583596,0.7188485804416404,0.1666666666666666,0.0833333333333333
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,1.0,2.0,38.0,6.0,0.85,0.4,0.066,3.1666666666666665,38.114285714285714,0.9342997508995294,0.0657002491004705,0.1666666666666666,0.25
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,1.0,3.0,37.0,4.0,1.242,1.412,0.198,3.083333333333333,35.53658536585366,0.8021477763511148,0.1978522236488852,0.0,0.3333333333333333
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,1.0,1.0,36.0,6.0,0.924,0.526,0.044,3.0,55.27586206896552,0.9555858152740758,0.0444141847259242,0.1666666666666666,0.1666666666666666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,55.0,0.0,4.0,45.0,2.0,0.585,0.7140000000000001,0.0,3.75,51.25,1.0,0.0,0.25,0.3333333333333333
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,0.0,1.0,52.0,2.0,0.3829999999999999,0.818,0.14,4.333333333333333,53.4,0.8601598736800553,0.1398401263199447,0.25,0.25
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,1.0,35.0,5.0,1.129,2.0,0.035,2.9166666666666665,58.888888888888886,0.9646830455440956,0.0353169544559045,0.1666666666666666,0.3333333333333333
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,1.0,2.0,47.0,5.0,0.921,0.667,0.619,3.9166666666666665,43.74285714285714,0.3808752025931928,0.6191247974068071,0.0,0.25
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,1.0,2.0,35.0,4.0,0.607,0.722,0.108,2.9166666666666665,39.096774193548384,0.8920168067226891,0.1079831932773109,0.0833333333333333,0.1666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,3.0,35.0,5.0,0.483,0.6,0.0,2.9166666666666665,38.65625,1.0,0.0,0.25,0.1666666666666666
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,1.0,3.0,31.0,4.0,1.932,1.8,0.066,2.583333333333333,100.92857142857144,0.9343838193791156,0.0656161806208842,0.0833333333333333,0.25
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,57.0,1.0,2.0,45.0,5.0,1.702,1.636,0.0,3.75,52.27586206896552,1.0,0.0,0.25,0.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,2.0,36.0,3.0,0.731,1.3330000000000002,0.0,3.0,60.76190476190476,1.0,0.0,0.1666666666666666,0.1666666666666666
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,1.0,4.0,38.0,4.0,0.875,2.182,0.062,3.1666666666666665,44.68571428571428,0.937607820586544,0.062392179413456,0.0,0.25
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,1.0,1.0,36.0,4.0,0.579,0.619,0.0,3.0,43.088235294117645,1.0,0.0,0.25,0.3333333333333333
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,1.0,0.0,42.0,5.0,0.85,0.933,0.765,3.5,44.3448275862069,0.2353603603603603,0.7646396396396397,0.0833333333333333,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,0.0,3.0,28.0,5.0,1.705,1.222,0.963,2.333333333333333,65.6,0.0374753451676528,0.9625246548323472,0.1666666666666666,0.0833333333333333
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,1.0,1.0,52.0,6.0,1.656,0.882,0.524,4.333333333333333,52.28125,0.4763019309537741,0.5236980690462258,0.25,0.3333333333333333
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,1.0,3.0,35.0,5.0,0.597,0.304,0.347,2.9166666666666665,43.766666666666666,0.6525767226404169,0.3474232773595831,0.1666666666666666,0.3333333333333333
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,1.0,3.0,35.0,5.0,1.047,0.68,0.45,2.9166666666666665,38.30952380952381,0.5497492742148324,0.4502507257851676,0.1666666666666666,0.25
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,1.0,3.0,50.0,3.0,0.5760000000000001,0.727,0.2319999999999999,4.166666666666667,60.94736842105263,0.7677778924553618,0.2322221075446382,0.0,0.1666666666666666
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,2.0,37.0,2.0,0.696,0.385,0.299,3.083333333333333,46.44444444444444,0.7012295834098,0.2987704165902,0.25,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,3.0,43.0,4.0,0.619,1.0,0.085,3.583333333333333,58.59090909090909,0.9149010072941992,0.0850989927058006,0.0,0.3333333333333333
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,41.0,0.0,3.0,34.0,5.0,1.034,0.733,0.059,2.833333333333333,57.19230769230769,0.9405203383937883,0.0594796616062116,0.25,0.25
4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,1.0,3.0,34.0,6.0,0.562,0.5,0.43,2.833333333333333,38.15151515151515,0.5700680272108843,0.4299319727891156,0.1666666666666666,0.1666666666666666
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,2.0,32.0,3.0,0.7879999999999999,1.5,0.62,2.6666666666666665,86.53333333333333,0.3800725833058396,0.6199274166941603,0.25,0.25
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,1.0,3.0,25.0,3.0,0.883,0.789,0.0,2.083333333333333,36.05882352941177,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,4.0,33.0,2.0,0.762,0.542,0.111,2.75,42.32432432432432,0.8892079444843264,0.1107920555156736,0.25,0.25
4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,1.0,2.0,36.0,6.0,0.828,1.1,0.027,3.0,48.66666666666666,0.9730270019701008,0.0269729980298991,0.1666666666666666,0.0833333333333333
